atlas_id,roi_uid,roi_original_index,global_original_column,roi_name,roi_label,description,hemisphere,network,x,y,z,metadata_source,metadata_version,metadata_license,metadata_sha256
Dosenbach160,dosenbach160:roi011,11,1419,vmPFC,11,,L,default,-11.0,45.0,17.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi012,12,1420,vlPFC,12,,R,fronto-parietal,39.0,42.0,16.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi013,13,1421,vmPFC,13,,R,default,8.0,42.0,-5.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi014,14,1422,ACC,14,,R,default,9.0,39.0,20.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi015,15,1423,vlPFC,15,,R,default,46.0,39.0,-15.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi016,16,1424,dlPFC,16,,R,fronto-parietal,40.0,36.0,29.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi017,17,1425,sup frontal,17,,R,default,23.0,33.0,47.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi018,18,1426,vPFC,18,,R,cingulo-opercular,34.0,32.0,7.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi019,19,1427,ACC,19,,L,cingulo-opercular,-2.0,30.0,27.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi020,20,1428,sup frontal,20,,L,default,-16.0,29.0,54.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi021,21,1429,ACC,21,,L,fronto-parietal,-1.0,28.0,40.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi022,22,1430,dlPFC,22,,R,fronto-parietal,46.0,28.0,31.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi023,23,1431,vPFC,23,,L,fronto-parietal,-52.0,28.0,17.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi024,24,1432,dlPFC,24,,L,fronto-parietal,-44.0,27.0,33.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi025,25,1433,vFC,25,,R,cingulo-opercular,51.0,23.0,8.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi026,26,1434,ant insula,26,,R,cingulo-opercular,38.0,21.0,-1.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi027,27,1435,dACC,27,,R,cingulo-opercular,9.0,20.0,34.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi028,28,1436,ant insula,28,,L,cingulo-opercular,-36.0,18.0,2.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi029,29,1437,dFC,29,,R,fronto-parietal,40.0,17.0,40.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi030,30,1438,basal ganglia,30,,L,cingulo-opercular,-6.0,17.0,34.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi031,31,1439,mFC,31,,M,cingulo-opercular,0.0,15.0,45.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi032,32,1440,frontal,32,,R,sensorimotor,58.0,11.0,14.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi033,33,1441,vFC,33,,L,cingulo-opercular,-46.0,10.0,14.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi034,34,1442,dFC,34,,R,fronto-parietal,44.0,8.0,34.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi035,35,1443,dFC,35,,R,sensorimotor,60.0,8.0,34.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi036,36,1444,dFC,36,,L,fronto-parietal,-42.0,7.0,36.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi037,37,1445,vFC,37,,L,sensorimotor,-55.0,7.0,23.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi038,38,1446,basal ganglia,38,,L,cingulo-opercular,-20.0,6.0,7.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi039,39,1447,basal ganglia,39,,R,cingulo-opercular,14.0,6.0,7.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi040,40,1448,vFC,40,,L,cingulo-opercular,-48.0,6.0,1.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi041,41,1449,pre-SMA,41,,R,sensorimotor,10.0,5.0,51.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi042,42,1450,vFC,42,,R,sensorimotor,43.0,1.0,12.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi043,43,1451,SMA,43,,M,sensorimotor,0.0,-1.0,52.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi044,44,1452,mid insula,44,,R,cingulo-opercular,37.0,-2.0,-3.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi045,45,1453,frontal,45,,R,sensorimotor,53.0,-3.0,32.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi046,46,1454,precentral gyrus,46,,R,sensorimotor,58.0,-3.0,17.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi047,47,1455,thalamus,47,,L,cingulo-opercular,-12.0,-3.0,13.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi048,48,1456,mid insula,48,,L,sensorimotor,-42.0,-3.0,11.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi049,49,1457,precentral gyrus,49,,L,sensorimotor,-44.0,-6.0,49.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi050,50,1458,parietal,50,,L,sensorimotor,-26.0,-8.0,54.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi051,51,1459,precentral gyrus,51,,R,sensorimotor,46.0,-8.0,24.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi052,52,1460,precentral gyrus,52,,L,sensorimotor,-54.0,-9.0,23.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi053,53,1461,precentral gyrus,53,,R,sensorimotor,44.0,-11.0,38.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi054,54,1462,parietal,54,,L,sensorimotor,-47.0,-12.0,36.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi055,55,1463,mid insula,55,,R,sensorimotor,33.0,-12.0,16.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi056,56,1464,mid insula,56,,L,sensorimotor,-36.0,-12.0,15.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi057,57,1465,thalamus,57,,L,cingulo-opercular,-12.0,-12.0,6.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi058,58,1466,thalamus,58,,R,cingulo-opercular,11.0,-12.0,6.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi059,59,1467,mid insula,59,,R,cingulo-opercular,32.0,-12.0,2.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi060,60,1468,temporal,60,,R,sensorimotor,59.0,-13.0,8.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi061,61,1469,mid insula,61,,L,cingulo-opercular,-30.0,-14.0,1.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi062,62,1470,parietal,62,,L,sensorimotor,-38.0,-15.0,59.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi063,63,1471,inf temporal,63,,R,default,52.0,-15.0,-13.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi064,64,1472,parietal,64,,L,sensorimotor,-47.0,-18.0,50.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi065,65,1473,parietal,65,,R,sensorimotor,46.0,-20.0,45.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi066,66,1474,parietal,66,,L,sensorimotor,-55.0,-22.0,38.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi067,67,1475,precentral gyrus,67,,L,sensorimotor,-54.0,-22.0,22.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi068,68,1476,temporal,68,,L,sensorimotor,-54.0,-22.0,9.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi069,69,1477,parietal,69,,R,sensorimotor,41.0,-23.0,55.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi070,70,1478,post insula,70,,R,sensorimotor,42.0,-24.0,17.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi071,71,1479,basal ganglia,71,,R,cingulo-opercular,11.0,-24.0,2.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi072,72,1480,inf temporal,72,,L,default,-59.0,-25.0,-15.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi073,73,1481,post cingulate,73,,R,default,1.0,-26.0,31.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi074,74,1482,parietal,74,,R,sensorimotor,18.0,-27.0,62.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi075,75,1483,parietal,75,,L,sensorimotor,-38.0,-27.0,60.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi076,76,1484,post insula,76,,L,cingulo-opercular,-30.0,-28.0,9.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
Dosenbach160,dosenbach160:roi077,77,1485,parietal,77,,L,sensorimotor,-24.0,-30.0,64.0,dpabi/Dosenbach_Science_160ROIs_Info.mat,DPABI tree 8d4b16e46be65cce93662e34e1cfa22bd40d98dc,LGPL-2.1; redistributed atlas files retain original citations,13a21a38552a857b7602dd924533b46df666d908f569eb76bcc8b5d0febd56af
